club_id,club_name,crest_url,delegacion,comarca,cif,registered_address,registered_locality,registered_province,registered_postal_code,correspondence_address,correspondence_locality,correspondence_province,correspondence_postal_code,correspondence_titular,correspondence_tratamiento,correspondence_email,portal_web,twitter,facebook,linkedin,instagram,telefonos,fax,fecha_fundacion,presidente,source_url,scraped_at
21696859,CDE TOMAS GARCIA,/pnfg/pimg/Clubes/00100_0011895414_1_EscudoTGTC__7_.png,DELEGACIÓN DE FUENLABRADA,,G19964923,"C/ Rosalía de Castro, 25",Torrejón De La Calzada,Madrid,28991,"Calle Rosalía de Castro, 25",Torrejón De La Calzada,Madrid,28991,JOSE TOMAS GARCÍA FLOREZ,D.,JOSETOMAS74@YAHOO.ES,,,,,,607338711,,,JOSE TOMAS GARCIA FLOREZ,https://www.rffm.es/fichaclub/21696859,2026-08-19T06:46:45.360886+00:00
21606047,CDE VALMOJADO,/pnfg/pimg/Clubes/00100_0012141600_SOLO_ESCUDO__1_.png,DELEGACIÓN DE FUENLABRADA,,G19870559,"C/ Austria, 12 8ª2",Fuenlabrada,Madrid,28943,"C/ Austria, 12 8ª2",Fuenlabrada,Madrid,28943,,,,http://deportes.valmojado.com/,,,,,,,,MARIA LOURDES GARCIA NUÑEZ,https://www.rffm.es/fichaclub/21606047,2026-08-19T06:46:45.370458+00:00
21695289,CDE ACADEMIA FENIX,/pnfg/pimg/Clubes/00100_0011868285_Escudo_F__nix.jpeg,DELEGACIÓN VALDEBERNARDO,,G56739808,"Avenida Pablo Neruda, 77 Portal E 3ºIzq.",Madrid,Madrid,28018,AVENIDA PABLO NERUDA PT E - PISO 3º IZQ,Madrid,Madrid,28018,CRISTIAN GOMEZ FERNANDEZ,D.,info@academiafenix.eu,academiafenix.eu,,,,https://www.instagram.com/academiafenix__/,647425381,,,CRISTIAN GOMEZ FERNANDEZ,https://www.rffm.es/fichaclub/21695289,2026-08-19T06:46:45.375769+00:00
22007384,CDE RACING DE MOSTOLES,/pnfg/pimg/Clubes/00100_0012122681_IMG_5333.jpeg,DELEGACIÓN DE ALCOBENDAS,,G78965043,"C/ ALONSO CANO, 76 3º INT 6",Madrid,Madrid,28003,"C/ de Cavanilles, 28. Bajo C",Madrid,Madrid,28007,Edwin Congo Murillo,D.,congomie@gmail.com,,,,,https://www.instagram.com/cde_racing_de_mostoles_f11?igsh=NG1wZHhqa25tcGkw,664390492 - 650879302,,,EDWIN ARTURO CONGO MURILLO,https://www.rffm.es/fichaclub/22007384,2026-08-19T06:46:45.494970+00:00
22153127,CDE PERALES FUTBOL CLUB (FS),/pnfg/pimg/Clubes/00100_0011748787_escudo.jpg,DELEGACIÓN COTORRUELO,,G87900635,"C/ Orion, 8 4º Dcha",Madrid,Madrid,28041,Calle Viajero 31 1B,Getafe,Madrid,28909,JOSE MANUEL GOMEZ GARRIDO,D.,peralesfutbolclubgetafe@gmail.com,,,,,https://www.instagram.com/peralesfc/,608786396 - 615543737,,,ANA JUSTA GARCIA RUIZ,https://www.rffm.es/fichaclub/22153127,2026-08-19T06:46:45.695893+00:00
2278263,C.F. ATLETICO SUR (BAJA TEMP 2026-2027),/pnfg/pimg/Clubes/00100_0010955480_078.jpg,DELEGACIÓN DE PARLA,,G86676020,CL. FUENTE NUEVA Nº 03 PORTAL 4 PISO 4º F,Parla,Madrid,28981,CALLE FUENTE NUEVA Nº 03 PORTAL 4 PISO 4 F,Parla,Madrid,28981,Club de Fútbol Atlético Sur,,clubatleticosur@hotmail.es,www.cluatleticosur.jimdo.com,,,,@c.f.atleticosur.oficial,661274623,,,ELOY RAMON MUÑOZ MORENO,https://www.rffm.es/fichaclub/2278263,2026-08-19T06:46:45.953026+00:00
2278551,C.D.E. FOOTBALL DREAMS EXPERIENCE,/pnfg/pimg/Clubes/00100_0011221693_FDE__logo_sello.png,DELEGACIÓN DE GALAPAGAR,,G86954294,"Ctra. Pozuelo - Majadahonda Km 1,800 UNIVERSIDAD FCO. DE VITORIA",Pozuelo De Alarcón,Madrid,28223,Avenida Esparta 8,Las Rozas de Madrid,Madrid,28232,Eduardo Valcarcel,D.,coordinacion@clubfde.com,www.clubfde.com,https://twitter.com/CDeportivoFDE,Club FDE,,@clubfde,649812629 - 688888274 - 629469297,,,ROSA NOELIA VIDAL UGALDE,https://www.rffm.es/fichaclub/2278551,2026-08-19T06:46:46.217874+00:00
2279389,C.D. A.V. ZARZAQUEMADA,/pnfg/pimg/Clubes/00100_0011614263_logo_zarza.png,DELEGACIÓN DE LEGANÉS,,G83309351,C/ RIOJA Nº 130 BAJO,Leganés,Madrid,28915,C/ PANADES Nº 12 POSTERIOR (LOCAL),Leganés,Madrid,28915,,,cd.av.zarzaquemada@gmail.com,www.cdavzarza.com,,,,@cdavzarzaquemada,916889187 - 916878061 - 687585031&nbsp;-&nbsp;&nbsp;666266118,,,BARTOLOME GUZMAN NEVADO,https://www.rffm.es/fichaclub/2279389,2026-08-19T06:46:47.179606+00:00
2279416,C.D.E. MALASAÑA F.C.,/pnfg/pimg/Clubes/00100_0010961417_malasana.jpg,DELEGACIÓN COTORRUELO,,G86709771,CALLE DE LA PALMA 42-4- IZQUIERDA,Madrid,Madrid,28004,CALLE TRAVESIA DE SAN MATEO 15 BAJO-B,Madrid,Madrid,28004,ADC MALASAÑA,,edutama2009@hotmail.com,,,,,,619168237,,,EDWARD TOMANENG CONCEPCION,https://www.rffm.es/fichaclub/2279416,2026-08-19T06:46:47.231117+00:00
2279634,UNION DEPORTIVA SAN AGUSTIN DEL GUADALIX,/pnfg/pimg/Clubes/00100_0000085099_Escudo_temporada_2013-2014.jpg,SUBDELEGACIÓN DE SAN AGUSTÍN DEL GUADALIX,,G86737665,"Nueva Era de Postas, 3 - Chalet, 35",San Agustín Del Guadalix,Madrid,28750,C. Julian Berrendero sn ( Polideportivo Municipal).,San Agustín Del Guadalix,Madrid,28750,Unión Deportiva San Agustin del Guadalix,,udsag2013@gmail.com,www.uniondeportivasanagustin.com,,,,,610082501 - 619604536,,,PABLO RIVAS DE LA PUENTE,https://www.rffm.es/fichaclub/2279634,2026-08-19T06:46:47.993314+00:00
2279728,C.D. SEK EL CASTILLO,,DELEGACIÓN DE ALCORCÓN,,B85236719,"C/ CASTILLO DE ALARCON,49 (URB.VILLAFRANCA DEL CASTILLO",Villanueva De La Cañada,Madrid,28692,"C/ CASTILLO DE ALARCON,49 (URB.VILLAFRANCA DEL CASTILLO",Villanueva De La Cañada,Madrid,28692,,,delcoroiribe@ucjc.edu,,,,,,918153131 - 650436865 - 630673986,918609333,,ELOISA LOPEZ MARTIN,https://www.rffm.es/fichaclub/2279728,2026-08-19T06:46:48.469953+00:00
22825332,CDE ESCUELA DEPORTIVA HCB,/pnfg/pimg/Clubes/00100_0011806726_Captura_de_pantalla_2025_01_22_162842.png,DELEGACIÓN VALDEBERNARDO,,G16767691,C/ León Felipe 6D 12ºC,Madrid,Madrid,28038,C/ León Felipe 6D 12ºC,Madrid,Madrid,28038,RUBEN HERNANSAIZ SANCHEZ,D.,,,,,,@escdephcb,659999767,,,FERNANDO CARRION MARQUEZ,https://www.rffm.es/fichaclub/22825332,2026-08-19T06:46:48.755128+00:00
2281719,ATLETICO ARTILLEROS,/pnfg/pimg/Clubes/00100_0011101095_21_22_artilleros.png,DELEGACIÓN VALDEBERNARDO,,G86814191,"C/ DE LOS PAJARITOS, 13-ATICO",Madrid,Madrid,28007,"AVD. MARQUES DE CORBERA, 42, LOCAL 7-8. INMOBILIARIA REDPISO",Madrid,Madrid,28017,CARLOS EDUARDO BUZON PEREZ,D.,carlosbuzon.redpiso@gmail.com,www.atleticoartilleros.com,https://twitter.com/atartilleros,https://es-es.facebook.com/atletico.artilleros,,www.instagram.com/atleticoartilleros,685187378 - 685767649,,,CARLOS EDUARDO BUZON PEREZ,https://www.rffm.es/fichaclub/2281719,2026-08-19T06:46:49.194896+00:00
23314990,C.D.E. MARTINOS,/pnfg/pimg/Clubes/00100_0011786315_IMG_20241104_WA0008_modified.png,DELEGACIÓN VALDEBERNARDO,,G75428029,"C/ Zaida, 83 Local",Madrid,Madrid,28019,"C/ Zaida, 83 Local",Madrid,Madrid,28019,,,,,,,,,627882008,,,,https://www.rffm.es/fichaclub/23314990,2026-08-19T06:46:49.724711+00:00
2345592,S.A.D. CODEC DE MADRID,/pnfg/pimg/Clubes/00100_0010962941_00100_0000079526_4935_codec_de_madrid.jpg,DELEGACIÓN VALDEBERNARDO,,G86112737,"C/ FROMISTA, 22",Madrid,Madrid,28050,"C/ FROMISTA, 22",Madrid,Madrid,28050,,,futbolcodec@gmail.com,www.clubcodec.es,,,,,627819118 - 640537345,,,JULIO IÑIGUEZ ESTREMIANA,https://www.rffm.es/fichaclub/2345592,2026-08-19T06:46:49.808881+00:00
2366789,E.M.F. DE CARABAÑA,/pnfg/pimg/Clubes/00100_0011037951_escudo_caraba_a_png.png,DELEGACIÓN DE ARGANDA,,G86840543,"PLAZA DE ESPAÑA, 7",Carabaña,Madrid,28560,"PLAZA DE ESPAÑA, 7",Carabaña,Madrid,28560,,D.,emfcarabana@gmail.com,,,,,,,,,JOSE ANTONIO GOMEZ GARCIA,https://www.rffm.es/fichaclub/2366789,2026-08-19T06:46:49.961170+00:00
2356048,C.D. ESCUELA BREOGAN,/pnfg/pimg/Clubes/00100_0010955352_Logo_breogan_.jpg,DELEGACIÓN VALDEBERNARDO,,G82525643,"AVD. DE LOS TOREROS, 75",Madrid,Madrid,28028,C/ VIRGEN DEL PORTILLO 23 SOTANO,Madrid,Madrid,28028,lorenzo gozalo,Sr.,cdescuelabreogan@gmail.com,escuelabreogan.com,,,,,910578829,,,PALOMA CID CAMPOS,https://www.rffm.es/fichaclub/2356048,2026-08-19T06:46:50.079729+00:00
24117630,CDB LA DEHESA DE HUMANES,/pnfg/pimg/Clubes/00100_0012193124_CLDH_Brand_Transparent_Escudo.png,DELEGACIÓN DE FUENLABRADA,,G88413737,"Avda. de los Deportes, 8",Humanes De Madrid,Madrid,28970,"Avda. de los Deportes, 8",Humanes De Madrid,Madrid,28970,,,,,,,,,,,,SERGIO MARTIN MARTIN,https://www.rffm.es/fichaclub/24117630,2026-08-19T06:46:50.443494+00:00
24118821,CDE UNION DEPORTIVA INTERCAPITAL,/pnfg/pimg/Clubes/00100_0011942783_Captura_de_pantalla_2025_09_22_120817.png,DELEGACIÓN COTORRUELO,,G21900444,"C/ Francos Rodriguez, 47 P B OF G",Madrid,Madrid,28039,"C/ Francos Rodriguez, 47 P B OF G",Madrid,Madrid,28039,,,info@udintercapital.es,www.udintercapital.com,,,,,680172700,,,ANTONIO MARTINEZ GARCIA,https://www.rffm.es/fichaclub/24118821,2026-08-19T06:46:50.662380+00:00
24117955,CDE DELTA JUVENTUD F.C.,/pnfg/pimg/Clubes/00100_0011974381_WhatsApp_Image_2025_09_23_at_18.30.59__1_.jpeg,DELEGACIÓN COTORRUELO,,G19770643,"Avda. Alfonso XIII, 77",Madrid,Madrid,28016,"Avda. Alfonso XIII, 77",Madrid,Madrid,28016,RICARDO GOMEZ-ACEBO MARTIN-REPORTILLO,D.,,,,,,,648471806,,,RICARDO GOMEZ-ACEBO MARTIN-RETORTILLO,https://www.rffm.es/fichaclub/24117955,2026-08-19T06:46:50.788432+00:00
24118777,CDE UDF VILLALBA,/pnfg/pimg/Clubes/00100_0012187659_NUEVO_escudo_udv.png,DELEGACIÓN DE GALAPAGAR,,G22613996,"Calle Camino de la fonda, 33 Bloque 4 - 2E",Collado Villalba,Madrid,28400,"Calle Camino de la fonda, 33 Bloque 4 - 2E",Collado Villalba,Madrid,28400,,,,www.udvillalba.com,,,,,,,,MARIO GOMEZ LOPEZ,https://www.rffm.es/fichaclub/24118777,2026-08-19T06:46:51.202389+00:00
24118721,CDE PERREO FUTBOL CLUB,/pnfg/pimg/Clubes/00100_0011936737_PERREO_FC_ESCUDO.png,DELEGACIÓN COTORRUELO,,G22488472,"C/ Menasalbas, 10 3ºB",Madrid,Madrid,28041,"Calle Ambar N9, 3A",Madrid,Madrid,28021,,D.,info@perreofc.com,,,,,https://www.instagram.com/perreofutbolclub/,650774905 - 617538810,,,ALEJANDRO GAVILAN MARTINEZ,https://www.rffm.es/fichaclub/24118721,2026-08-19T06:46:51.311575+00:00
24118065,LA MORALEJA CF ELITE,,DELEGACIÓN DE ALCOBENDAS,,G22752208,"C/ Iris, 39",Alcobendas,Madrid,28109,"C/ Iris, 39",Alcobendas,Madrid,28109,,,,,,,,,687460499,,,JOSE MANUEL DAVILA DEL CERRO,https://www.rffm.es/fichaclub/24118065,2026-08-19T06:46:51.319522+00:00
24119636,CDE TITULCIA CITY,/pnfg/pimg/Clubes/00100_0011890322_ESCUDO_TITULCIA.jpg,DELEGACIÓN DE ARANJUEZ,,G22591069,"C/ de la Soledad, 34",Titulcia,Madrid,28359,"C/ de la Soledad, 34",Titulcia,Madrid,28359,,,,,,futboltitulcia2025,,futboltitulcia2025,664491041 - 690693691 - 699061787,,,ADRIAN MARTINEZ SANCHEZ,https://www.rffm.es/fichaclub/24119636,2026-08-19T06:46:51.421169+00:00
24118894,CDE VALDEBEBAS NORTE,/pnfg/pimg/Clubes/00100_0011957705_openart_image_RVJJ4nHT_1752177878621_raw___Editada.png,DELEGACIÓN DE ALCOBENDAS,,,"Avda Secundino Zuazo,44 1ºB",Madrid,Madrid,28055,"Avda Secundino Zuazo,44 1ºB",Madrid,Madrid,28055,,,info@deportivovaldebebas.com,www.deportivovaldebebas.com,,,,,667500588 - 650591843,,,SONIA CARBAJOSA LEDO,https://www.rffm.es/fichaclub/24118894,2026-08-19T06:46:51.699989+00:00
24118037,CDE INTER SANSE FUTBOL SALA (FS),/pnfg/pimg/Clubes/00100_0011974221_Escudo.png,DELEGACIÓN DE ALCOBENDAS,,G09807264,"Avda. Castilla Leon, 26 Esc 3 2ºB",San Sebastián De Los Reyes,Madrid,28702,"Avda. Castilla Leon, 26 Esc 3 2ºB",San Sebastián De Los Reyes,Madrid,28702,,,,,,,,,637323944 - 669166122,,,JAVIER MUÑOZ SANCHEZ,https://www.rffm.es/fichaclub/24118037,2026-08-19T06:46:51.720767+00:00
24123010,CDE FC AURUM MADRID,/pnfg/pimg/Clubes/00100_0011907319_IMG_20250513_WA0030.jpg,DELEGACIÓN COTORRUELO,,G21992102,"C/ Navalmoral de la Mata, 38",Madrid,Madrid,28044,"C/ Navalmoral de la Mata, 38",Madrid,Madrid,28044,María Pascual Rubio,Srta.,fcaurummadrid2025@gmail.com,,,,,,645886709 - 622812974,,,** MARIA PASCUAL RUBIO,https://www.rffm.es/fichaclub/24123010,2026-08-19T06:46:51.925734+00:00
24124501,CDE LEGANES OSUNA FEMINAS,/pnfg/pimg/Clubes/00100_0011896602_ESCUDO.png,DELEGACIÓN DE LEGANÉS,,G21880158,"Avda. Juan Carlos I, 17",Leganés,Madrid,28915,"Avda. Juan Carlos I, 17",Leganés,Madrid,28915,,D.,Osunafeminas@outlook.es,,,,,@osunafeminas,616240377 - 687988036,,,AITOR OSUNA MUÑOZ,https://www.rffm.es/fichaclub/24124501,2026-08-19T06:46:51.971943+00:00
24518584,C.D.E. VILLA SAN ISIDRO,/pnfg/pimg/Clubes/00100_0012097701_ESCUDO_2.png,DELEGACIÓN COTORRUELO,,G88965470,"C/ Jose María Peman, 34 2º Dcha.",Madrid,Madrid,28019,Juana fuentes 4 primero,Madrid,Madrid,28019,Atlético san isidro,D.,alexnereabryan92@gmail.com,,,,,,642476681,,,,https://www.rffm.es/fichaclub/24518584,2026-08-19T06:46:52.496343+00:00
24313192,SAD SPAIN FOOTBALL ACADEMY FC,/pnfg/pimg/Clubes/00100_0012175523_IMG_3302.png,DELEGACIÓN DE ALCORCÓN,,B70808647,"C/ Vizcaya, 18 Local 2",Alcorcón,Madrid,28922,"C/ Peral, 17 (PARQUE COIMBRA)",Móstoles,Madrid,28935,,,,https://spain-football.com/,,,,,603165954 - 665234743,,,SERGEI PETOVICHEV,https://www.rffm.es/fichaclub/24313192,2026-08-19T06:46:52.504884+00:00
24313789,CDE FUTBOL SALA EL ARROYO (FS),/pnfg/pimg/Clubes/00100_0011946874_IMG_9926.jpeg,DELEGACIÓN DE FUENLABRADA,,G13653209,"C/ Humanes, 4ºA 3ºB",Fuenlabrada,Madrid,28942,"C/ Humanes, 4ºA 3ºB",Fuenlabrada,Madrid,28942,,,fselarroyo@fselarroyo.com,,,,,,639968655,,,FRANCISCO JAVIER DIAZ CLAUDIO,https://www.rffm.es/fichaclub/24313789,2026-08-19T06:46:52.719172+00:00
24232659,CDE FUTBOL BASE DEPORTIVO TORRELODONES,/pnfg/pimg/Clubes/00100_0012151834_Escudo_Negro.PNG,DELEGACIÓN DE GALAPAGAR,,G22691299,"Paseo Joaquín Ruiz Giménez, 12 (INSTALACION DEPORTIVA JULIAN ARIZA)",Torrelodones,Madrid,28250,"P.º Joaquín Ruiz Giménez, 12 (C. M. Polideportivo Julián Ariza)",Torrelodones,Madrid,28250,,,contacto@deportivotorrelodones.com,www.deportivotorrelodones.com,,,,,672460637,,,SARA RAMON BAYON,https://www.rffm.es/fichaclub/24232659,2026-08-19T06:46:53.123220+00:00
24313808,CDE MOSTOLES SUR FS (FS),/pnfg/pimg/Clubes/00100_0012082129_Escudo_mostoles_sur_FS.jpg,DELEGACIÓN DE ALCORCÓN,,G75588574,"C/ Ginebra, 16 6ºD",Móstoles,Madrid,28938,"C/ Ginebra, 16 6ºD",Móstoles,Madrid,28938,ALEJANDRO MOLINA,D.,,,,,,cdemostolessurfs,684348101 - 611496644,,,ALEJANDRO MOLINA MERINO,https://www.rffm.es/fichaclub/24313808,2026-08-19T06:46:53.251449+00:00
24546795,CDE ACADEMIA INTERNACIONAL DE FUTBOL DE MADRID,/pnfg/pimg/Clubes/00100_0011916595_nuevo_rojo.jpg,DELEGACIÓN DE GETAFE,,,"C/ Madrid, 129 3º D",Getafe,Madrid,28903,"C/ Madrid, 129 3º d",Getafe,Madrid,28903,,,,,,,,,616152021 - 687749081,,,GREGORIO LOPEZ ALDEHUELA,https://www.rffm.es/fichaclub/24546795,2026-08-19T06:46:53.311938+00:00
24679265,CDE SPORTING KIDS,,DELEGACIÓN DE ALCOBENDAS,,G22977375,"C/ Monovar, 8",Madrid,Madrid,28033,"C/ Monovar, 8",Madrid,Madrid,28033,,,,,,,,,674670553 - 622663602,,,**GONZALO VALDIVIA MONTES,https://www.rffm.es/fichaclub/24679265,2026-08-19T06:46:53.378417+00:00
24685367,SAD FUSP-CEU COMUNIDAD DE MADRID,/pnfg/pimg/Clubes/00100_0012176360_Logo_positivo.png,DELEGACIÓN DE ALCOBENDAS,,G28423275,"C/ Tutor, 35",Madrid,Madrid,28008,"C/ Isaac Peral, 58",Madrid,Madrid,28040,,,extraescolares.sanchinarro@ceu.es,,,,,,91392344 - 679101978,,,LUIS MARTINEZ- ABARCA LORAN,https://www.rffm.es/fichaclub/24685367,2026-08-19T06:46:53.634965+00:00
24716658,CDE AD FEMINAS QUIJORNA,/pnfg/pimg/Clubes/00100_0011927673_logo_fondo_blanco.pdf.png,DELEGACIÓN DE ALCORCÓN,,G22888341,"C/ Molino, 46",Quijorna,Madrid,28693,"C/ Molino, 46",Quijorna,Madrid,28693,,,adfeminasquijorna@gmail.com,sites.google.com/view/adfeminasquijorna?usp=sharing,,,,https://www.instagram.com/feminas_quijorna_cf?igsh=ZWh4ZmxkeXluNTBu,696003977 - 626952817,,,SARA CERON ECHEVARRIA,https://www.rffm.es/fichaclub/24716658,2026-08-19T06:46:53.635562+00:00
24793998,CDE FENIX FUENLABRADA (FS),/pnfg/pimg/Clubes/00100_0012073494_ESCUDO_FENIX_FINALSIN_FONDO.png,DELEGACIÓN DE FUENLABRADA,,G22632525,"Avda. de España, 321 E1 P10 A",Fuenlabrada,Madrid,28945,"AVENIDA ESPAÑA, 32 ESC 1 - 10º A",Fuenlabrada,Madrid,28945,RAUL VELASCO GISBERT,D.,raulfuenlabrada99.rvg@gmail.com,,,,,,628738170,,,RAUL VELASCO GISBERT,https://www.rffm.es/fichaclub/24793998,2026-08-19T06:46:53.699473+00:00
24816320,SAD RACE,/pnfg/pimg/Clubes/00100_0012079759_Captura_de_pantalla_2026_01_12_144228.png,DELEGACIÓN DE ALCOBENDAS,,G28202802,"Isaac Newton, 4 (Parque Tecnológico de Madrid)",Tres Cantos,Madrid,28760,"RACE - CTRA.NACIONAL I, KM. 28.100",San Sebastián De Los Reyes,Madrid,28707,,,futbolrace2025@gmail.com,,,,,,670062652,,,CARMELO SANZ DE BARROS,https://www.rffm.es/fichaclub/24816320,2026-08-19T06:46:53.800872+00:00
24800203,CDE SPORT LATINA (FS),/pnfg/pimg/Clubes/00100_0011928988_Escudo_Nuevo_Aluche_FS___Azul_y_Coral.jpg,DELEGACIÓN COTORRUELO,,G83449215,"C/ Árbol del Cielo, 15 Bajo A",Madrid,Madrid,28044,"C/ Árbol del Cielo, 15 Bajo A",Madrid,Madrid,28044,PEDRO ANGEL DIAZ GUTIERREZ,D.,escuela@aluchefutbolsala.es,https://aluchefutbolsala.es/,,https://www.facebook.com/emfsaluche/,,https://www.instagram.com/emaluchefs/,635807920 - 686887704,,,PEDRO ANGEL DIAZ GUTIERREZ,https://www.rffm.es/fichaclub/24800203,2026-08-19T06:46:53.890074+00:00
25090103,CDE ATLETISMO SPORTING DE HORTALEZA,,DELEGACIÓN DE ALCOBENDAS,,G22946537,CALLE MONOVAR S/N,Madrid,Madrid,28033,CALLE MONOVAR S/N,Madrid,Madrid,28033,MONICA ROMÓN JANES,Dª,monicaromonjanes@gmail.com,,,,,,649927572,,,**MONICA ROMON JANES,https://www.rffm.es/fichaclub/25090103,2026-08-19T06:46:54.245757+00:00
26059572,CDE FS LQNQF,/pnfg/pimg/Clubes/00100_0012066640_IMG_20251111_WA0002.jpg,DELEGACIÓN DE GETAFE,,G75311050,"C/ Laberinto del Amor, 2 3ºA",Getafe,Madrid,28906,"C/ Charco, 52 3ºA",Leganés,Madrid,28911,,,,,,,,,608530504 - 600760129,,,DANIEL ARIZA REY,https://www.rffm.es/fichaclub/26059572,2026-08-19T06:46:54.402672+00:00
2737748,C.D. ISIDORO SAN JOSE,/pnfg/pimg/Clubes/00100_0000106915_4946_ISIDORO_SAN_JOSE.jpg,DELEGACIÓN VALDEBERNARDO,,B81551418,"Arturo Soria, 184 - Esc. 3ª - 3º",Madrid,Madrid,28043,"Arturo Soria, 184 - Esc. 3ª - 3º",Algete,Madrid,28043,Isidoro San Jose,D.,isanjose@sanjosesp.com,,,,,,917594444 - 607770712 - 636951473,,,ISIDORO SAN JOSE POZO,https://www.rffm.es/fichaclub/2737748,2026-08-19T06:46:55.545687+00:00
2738936,C.D.E. REMAR C.F.,,DELEGACIÓN DE ALCALÁ DE HENARES,,G87001178,"CTRA. AJALVIR A DAGANZO, KM.1,700",Ajalvir,Madrid,28864,"CTRA. AJALVIR A DAGANZO, KM.1,700",Ajalvir,Madrid,28864,,,aser@visual777.com,,,,,,659944867 - 619748520 - 676461178&nbsp;-&nbsp;&nbsp;616401772,,,RAMON PASTRANA SANCHEZ,https://www.rffm.es/fichaclub/2738936,2026-08-19T06:46:55.577451+00:00
2739136,C.D. SAMPER,/pnfg/pimg/Clubes/00100_0011147840_logo_samper.png,DELEGACIÓN DE ALCALÁ DE HENARES,,G86957321,"Oceano Atlantico, 6 - P 1 - 1º",Coslada,Madrid,28821,"Oceano Atlantico, 6 - P 1 - 1º A",Coslada,Madrid,28821,Mariano Herrero Antolino,D.,info@cdsamper.com,www.cdsamper.com,@cdsamper,www.facebook.com/cdsamper,,www.instagram.com/cdsamper,619900332 - 686925007 - 610179929,916730961,,MARIANO HERRERO ANTOLINO,https://www.rffm.es/fichaclub/2739136,2026-08-19T06:46:55.860408+00:00
2739184,C.D. PARACUELLOS SPORT,/pnfg/pimg/Clubes/00100_0011919216_Logo_PS_vertical_solo_escudo_color.jpg,DELEGACIÓN DE ALCOBENDAS,,G87023248,"C/ Quevedo, 9 2ºB",Paracuellos De Jarama,Madrid,28860,C/ Quevedo 9 2ºB,Paracuellos De Jarama,Madrid,28860,David Vaqueriza Sánchez,D.,cdeparacuellossport@gmail.com,www.cdparacuellossport.es,,,,,656308572 - 627450106 - 678423834,,,DAVID VAQUERIZA SANCHEZ,https://www.rffm.es/fichaclub/2739184,2026-08-19T06:46:56.026507+00:00
2733752,C.D. SANTA BARBARA GETAFE,/pnfg/pimg/Clubes/00100_0000090964_SANTA_BARBARA.jpg,DELEGACIÓN DE GETAFE,,G86984978,PVO ALHONDIGA-SECTOR III,Getafe,Madrid,28905,"C/ Amado Argad, 6 - Pol. Ind. La Carpetania",Getafe,Madrid,28906,MIGUEL ANGEL LUCAS CAZALLAS,Sr.,joseluisdelamata@hotmail.com,www.cdesantabarbara.es,,,,,685179509 - 691070956 - 654307496,,,MIGUEL ANGEL LUCAS CAZALLAS,https://www.rffm.es/fichaclub/2733752,2026-08-19T06:46:56.141883+00:00
2739570,CDE INTER PROMESAS,/pnfg/pimg/Clubes/00100_0012187655_ESCUDO_modified.png,DELEGACIÓN COTORRUELO,,G87028551,"Periana, 14 - 4º",Madrid,Madrid,28041,"Avda. de los Rosales, 16 - P E - 7º c",Madrid,Madrid,28041,Diego Sanz Periane,D.,cdinterpromesas@gmail.com,cdinterpromesas.es,,,,,629910125 - 691255450 - 655083128,,,DIEGO SANZ PERIANE,https://www.rffm.es/fichaclub/2739570,2026-08-19T06:46:56.211576+00:00
2739623,RIVAS FUTBOL CLUB,/pnfg/pimg/Clubes/00100_0000098133_escudo-rivas-fc.png,DELEGACIÓN VALDEBERNARDO,,G87022687,"Maria Moliner, 9 Portal 4 4ºB",Rivas-Vaciamadrid,Madrid,28523,"Abedul, 2",Rivas-Vaciamadrid,Madrid,28522,,,administrador@rivasfutbolclub.com,www.rivasfutbolclub.com,@Rivasfutbolclub,Rivas Fútbol Club,,@rivasfutbolclub,644361875,,,JULIAN INDIANO PEINADO,https://www.rffm.es/fichaclub/2739623,2026-08-19T06:46:56.852755+00:00
2740039,SAD COLEGIO MIRAMADRID,/pnfg/pimg/Clubes/00100_0010910581_escudoSD-66px.png,DELEGACIÓN DE ALCOBENDAS,,F84454420,"Ava. Juan Pablo II, s/n",Paracuellos De Jarama,Madrid,28860,"Ava. Juan Pablo II, s/n",Paracuellos De Jarama,Madrid,28860,Guadiela S.C.M. (S.D. Colegio Miralmadrid),,clubfutbol@colegiomiramadrid.es,deportes.colegiomiramadrid.es,,,,,675878807 - 627123006,912688588,,CARLOS COLLADOS CARRETERO,https://www.rffm.es/fichaclub/2740039,2026-08-19T06:46:57.171898+00:00
2739762,C.D. CANDIL LEGANES,/pnfg/pimg/Clubes/00100_0010962150_candil_escudo_color.bmp,DELEGACIÓN DE LEGANÉS,,G86247764,"AVD. DE LA MANCHA,14-1º C",Leganés,Madrid,28915,"AVDA DE LA MANCHA, 14 1º C",Leganés,Madrid,28915,FELIX BLAZQUEZ GONZALEZ,D.,candilleganes@hotmail.es,candilleganes@hotmail.es,CDCandilLeganes,,,candilleganesoficial,646348675 - 639973093 - 620746474&nbsp;-&nbsp;&nbsp;639134886,,,FELIX BLAZQUEZ GONZALEZ,https://www.rffm.es/fichaclub/2739762,2026-08-19T06:46:57.544991+00:00
